# x, y, z
-0.0809997,0.251999,1.3302
-0.063275,0.2531,1.33601
-0.0454638,0.254597,1.34392
-0.0274905,0.256578,1.35438
-0.00925881,0.259247,1.36846
0.00939435,0.263042,1.38849
0.0287684,0.268505,1.41733
-0.281963,0.291686,1.43705
-0.253567,0.281741,1.38805
-0.231052,0.277262,1.36598
-0.210368,0.274393,1.35185
-0.190674,0.272391,1.34199
-0.171663,0.271046,1.33536
-0.15315,0.270265,1.33152
-0.134914,0.269827,1.32936
-0.116933,0.269845,1.32944
-0.0991057,0.270288,1.33163
-0.0813121,0.27104,1.33533
-0.0635354,0.272295,1.34151
-0.0456757,0.274054,1.35018
-0.027639,0.27639,1.36169
-0.00931842,0.279553,1.37727
0.00947129,0.284139,1.39986
0.0291753,0.291753,1.43738
-0.257731,0.305459,1.41085
-0.233434,0.298795,1.38007
-0.212044,0.295017,1.36262
-0.192034,0.292623,1.35156
-0.172775,0.29099,1.34402
-0.154055,0.289987,1.33938
-0.135685,0.289461,1.33696
-0.117592,0.289458,1.33694
-0.0996736,0.28996,1.33926
-0.0818098,0.290879,1.34351
-0.063944,0.292315,1.35014
-0.0459875,0.29432,1.3594
-0.0278608,0.297181,1.37261
-0.00940763,0.301044,1.39046
0.00960691,0.307421,1.41991
-0.237368,0.32282,1.40333
-0.214722,0.317414,1.37983
-0.193985,0.314071,1.36529
-0.174358,0.31201,1.35633
-0.155373,0.310747,1.35084
-0.136818,0.310121,1.34812
-0.118564,0.310092,1.34799
-0.100492,0.310613,1.35026
-0.0825087,0.3117,1.35498
-0.0645293,0.313428,1.3625
-0.0464612,0.315936,1.3734
-0.028188,0.319464,1.38874
-0.00956205,0.32511,1.41328
-0.21959,0.343706,1.41111
-0.197129,0.337936,1.38742
-0.176766,0.334925,1.37506
-0.157313,0.333133,1.36771
-0.13841,0.332183,1.3638
-0.119925,0.332099,1.36346
-0.101675,0.332755,1.36615
-0.0835215,0.334086,1.37162
-0.0654015,0.336351,1.38091
-0.0471938,0.339795,1.39506
-0.0287785,0.345342,1.41783
-0.206521,0.373704,1.45352
-0.181048,0.362095,1.40837
-0.16052,0.358808,1.39558
-0.14098,0.35715,1.38913
-0.12211,0.356937,1.3883
-0.10354,0.357683,1.39121
-0.0851957,0.359715,1.39911
-0.0669096,0.363224,1.41276
-0.0488345,0.371142,1.44355
